Job Title,Description ,District ,Work Mode,URL
Desarrollador FullStack,"SOFTWARE ENTERPRISE SERVICES Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador FullStack
Requisitos:
Bachiller/Título de las carreras universitarias en Ingeniería en Sistemas, Informática o Software, Ciencias de la Computación o afines. (Indispensable)
Experiencia mínima comprobada de 4 años en posiciones similares. (Indispensable)
Capacidad para comprender los requisitos del usuario y traducirlos en especificaciones técnicas claras y detalladas.
Conocimiento de técnicas y herramientas para el modelado de datos, incluidos diagramas entidad-relación y diagramas de flujo de datos.
Habilidades de traducción técnica a código de diseño arquitectónico y de interfaz de usuario, así como experiencia en el diseño de soluciones escalables, seguras y eficientes.
Trabajo Híbrido.
Disponibilidad para viajes internacionales.
Requisitos Técnicos:
Manejo de herramientas de integración continua como Azure DevOps, GitLab.
Sólidos conocimientos en lenguajes de scripting/programación como Java con Framework Qaurkus, React, C#, o JavaScript.
Experiencia en la creación de scripts de automatización con herramientas como JUnit, TestNG u otras similares.
Experiencia en el uso de contenedores y entornos virtualizados para pruebas (Docker, Kubernetes, OpenShift).
Sólidos conocimientos en Patrones de diseño de software.
Experiencia en el uso de herramientas de pruebas de carga y rendimiento como K6.
Experiencia en el desarrollo de microservicios y microfrontends
Competencia:
Comunicación asertiva
Proactivo
Trabajo en equipo
Beneficios:
Planilla completa
EPS (Opcional)
Oportunidad de línea de carrera","Cercado De Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-software-enterprise-services-s.a.c.-1116742308.html
Analista Programador - Apache Nifi,"Desarrollador Backend Java Senior – Únete a nuestro equipo en Minsait
More digital. More human. More Minsait. Somos una empresa líder global en tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
¿A quién buscamos?
Buscamos Analista Programador con experiencia en Apache Nifi con experiencia en el rubro y ganas de sumarse a nuestros equipos multidisciplinarios para desarrollar soluciones innovadoras.
Requisitos:
Egresados o bachiller de ingeniería de software o carreras afines.
2 a 3 años de experiencia en desarrollo e integración de sistemas.
Diseño y desarrollo de soluciones con Apache NiFi.
Desarrollo en Groovy para manipulación de datos.
Implementación de componentes en SQL.
Experiencia con bases de datos SQL y NoSQL.
Desarrollo de integraciones de sistemas y procesos ETL (Extract, Transform, Load).
Diagnóstico y solución de errores en los programas.
Implementación de medidas de seguridad en las soluciones desarrolladas.
Colaboración con equipos de desarrollo y operaciones para la implementación y mantenimiento de aplicaciones.
Comunicación efectiva con los stakeholders sobre avances del proyecto.
Conocimientos valorados (Deseables):
Creación y optimización de flujos de datos en Apache NiFi.
Scripting con Groovy.
Protocolos de comunicación: REST, MQTT, Kafka, JMS.
Monitoreo y logging para seguimiento de procesos.
Condiciones de trabajo:
Modalidad Híbrida (2 veces por semana en oficinas) en el distrito de San Isidro.
Horario de trabajo de Lunes a Viernes de 9:00am a 6:30pm.
Beneficios:
Planilla Completa desde el 1er día de trabajo.
Cobertura al 100% de EPS.
Convenios Corporativos.
Acceso ilimitado a cursos y certificaciones online en Udemy.
Crecimiento y desarrollo profesional.
¡Anímate y postula con nosotros!","San Isidro, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-programador-apache-nifi-indra-peru-1116750931.html
Programador Frontend Junior / Presencial,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Programador Frontend Junior para el sector tecnología:
Requisitos:
2 años de experiencia trabajando con React JS en aplicaciones SSG (Static Site Generation)
1 año de Experiencia con aplicaciones web SSR (Server Side Rendering) o híbridas desarrolladas con Node.
2 años de experiencia trabajando con Typescript.
Manejo avanzado de CSS: Animaciones, variables, preprocesadores (SASS/SCSS).
Uso de frameworks de CSS: Tailwind CSS, Materialize.
Conocimiento de patrones de diseño aplicado en el frontend.
Manejo de control de versiones con Git en GitHub o GitLab.
Pruebas unitarias.
Funciones:
Desarrollo frontend: Implementación de interfaces, optimización de rendimiento, integración de APIs
Testing y documentación
Colaboración y reuniones técnicas
Beneficios:
Únete a una empresa líder a nivel global.
Salario acorde al mercado.
Grato ambiente laboral.
Beneficios corporativos y capacitación constante.
Ingreso a planilla, con todos los beneficios de ley.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","La Victoria, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-frontend-junior-presencial-manpowergroup-peru-1116752262.html
Desarrollador Full Stack Java / Angular.JS Senior,"🚀 ¡Únete a Minsait como Desarrollador Full Stack Java + AngularJS Senior!
En Minsait, empresa global líder en tecnología y consultoría digital, buscamos un Desarrollador Full Stack Java + AngularJS Senior con amplia experiencia y habilidades para liderar desarrollos end-to-end, aportando soluciones tecnológicas innovadoras y de alta calidad a nuestros proyectos.
🔹 Requisitos:
✅ Experiencia mínima de 5 años en:
Conocimientos en UML
Conocimiento y experiencia en diseño de APIs
Conocimiento y experiencia en diseño de servicios web
Conocimiento y experiencia en interfaces REST y SOAP
Conocimiento y experiencia en orquestación de servicios
Conocimiento y experiencia en bases de datos Oracle, sql.
Conocimientos y experiencia en java, angularjs, springboot,
💡 Habilidades blandas que valoramos:
✔ Autonomía y capacidad de autogestión.
✔ Proactividad en la resolución de problemas.
✔ Comunicación asertiva para trabajar en equipo de manera efectiva.
🎯 Beneficios de ser parte de Minsait:
🔹 EPS 100% cubierta.
🔹 Contrato a plazo fijo (renovable).
🔹 Acceso total a Udemy para formación continua.
🔹 Asesorías nutricionales y psicológicas gratuitas.
🔹 Oportunidades de crecimiento y desarrollo profesional.
🔹 Kit ergonómico para trabajo remoto.
🔹 Descuentos corporativos.
🔹 Trabajo remoto de lunes a viernes, de 7:00 a.m. a 4:30 p.m.
💡 Minsait, tecnología para un futuro más humano.
📩 ¡Si cumples con los requisitos y buscas un reto emocionante, postula y sé parte de nuestro equipo! 🚀","San Isidro, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/desarrollador-full-stack-java-angular.js-senior-indra-peru-1116748914.html
Desarrollador FullStack - Semi,"CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de un Desarrollador FullStack Semi, para nuestra línea de negocio.
Requisitos:
Minimo 3 años de experiencia como Fullstack
Experiencia en microservicios con Java y Spring Boot
Experiencia a nivel de frontend con React.js (indispensable) y typescript (deseable)
Bases de datos relacionales (PostgreSQL, SQL Server).
Experiencia trabajando con contenedores (Docker) y herramientas CI/CD
Beneficios:
Modalidad Hibrido en Lima, San Borja
Salario acorde al mercado
Crecimiento profesional
Convenios corporativos (educación, salud, entretenimiento)","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-semi-csti-corp-1116746707.html
Ingeniero de Sistema / Software (especialista en desarrollo e implementación de aplicativos),"Requisitos:
1- Profesional titulado en Ingeniería de Software, Sistemas, Computación o carreras afines.
2- Al menos 3 años de experiencia como desarrollador full stack. Experiencia comprobada en ejecución de aplicativos y programas de gestión.
3- Conocimientos sólidos en:
Lenguajes de programación: Python, Java, C #, JavaScript, otros.
Bases de datos: SQL y NoSQL (MySQL o PostgreSQL).
Desarrollo web y backend: API REST, microservicios, Docker, Kubernetes.
Frontend: React, Vue o Angular.
Backend: , Laravel
Django.
Herramientas de gestión y control de versiones: Git, GitHub, GitLab.
Seguridad informática y buenas prácticas de desarrollo.
4- Capacidad de trabajo en equipo, autonomía, resolución de problemas y adaptación a nuevas tecnologías.
5- Buena documentación de código y enfoque en resultados.
Funciones principales:
Desarrollo, implementación y mantenimiento de aplicativos.
Optimización y mejora de sistemas existentes.
Integración de tecnologías y automatización de procesos.
Análisis de requerimientos y propuestas de solución tecnológica.
Colaboración con equipos multidisciplinarios para el desarrollo de proyectos.
Duración del proyecto: Inicial de 4 a 6 meses con opción de continuidad.
Tipo de contrato: Híbrido o presencial/semipresencial en Lima.
¿Interesado/a? Envíanos tu CV a y con el asunto ""Postulación - Ingeniero de Software"".","Pueblo Libre, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/ingeniero-de-sistema-software-especialista-en-desarrollo-e-implementacion-de-aplicativos-teps-group-1116744468.html
Programador Front End (Mobile y Web),"Somos apparka, una empresa dedicada a transformar la ciudad en un lugar más ordenado y vivible a través de soluciones urbanas. Con un equipo de más de 2,600 colaboradores en todo el país, estamos redefiniendo la experiencia de estacionamiento y movilidad urbana. Nos apasiona el servicio al cliente y la mejora continua.. Si buscas formar parte de una empresa en constante crecimiento, ¡únete a apparka y sé parte del cambio!","San Isidro, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-front-end-mobile-y-web-apparka-1116739638.html
Analista programador,"La Universidad de San Martin de Porres te invita a participar en la selección de un analista programador :
Requisitos:
Titulado o Bachiller de la carrera profesional de Ingeniería de Computación y Sistemas.
Office nivel avanzado.
Programas requeridos:
Asp .NET
PHP
Wordpress
SQL Server
SCRUM y/o otros lenguajes de programación
Funciones Específicas:
Analizar, diseñar, desarrollar e implementar sistemas de información según las necesidades del Centro.
Desarrollar aplicaciones web.
Determinar la factibilidad técnica de los requerimientos de los usuarios y las propuestas de implementación de los sistemas de información.
Elaborar y actualizar los manuales técnicos y de usuario de los sistemas de información asignados.
Registrar en el sistema el avance las labores asignadas por su jefe inmediato.
Elaborar reportes periódicos del avance en los proyectos asignados.
Brindar soporte técnico de segundo nivel a los incidentes escalados por la mesa de servicios de TI.
Capacidad para trabajar en equipo.
Condiciones Laborales:
Remuneración S/ 2,200 - S/ 3,000 (según evaluación).
Horario: Lunes a Viernes de 9:00am - 5:45pm
Lugar de trabajo: Jesús María","Jesús María, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-universidad-de-san-martin-de-porres-1116747719.html
ANALISTA PROGRAMADOR SENIOR,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.Te invitamos a ser parte de nuestro equipo ocupando el cargo de: ANALISTA PROGRAMADOR SENIOR.
Requisitos:
Bachiller o Titulado en Ingeniería Industrial, sistemas o afines
Experiencia mínima de 3 años de experiencia previa
Poder trabajar de manera Hibrido
Manejo de Angular (intermedio/avanzado)
Desarrollo Web SPA / PWA y Git (intermedio/avanzado)
Manejo de MicroFront y visual studio code (Intermedio)
Funciones:
Desarrollo Front para la nueva BXI PN, donde implementará y brindará soporte a las siguientes funcionalidades
Plin y TAUC
Pago de servicios
Prestamos
Push Notifications
Operaciones Frecuentes
Conocimientos y Certificaciones Deseables:
React
Seguridad en aplicaciones web
Agile, scrum, Devops
Postman
BENEFICIOS
Trabajo presencial de L-V 9am-6:30pm
Sueldo en planilla 100% desde el primer día, con todos los beneficios de ley.
EPS corporativa (opcional).
Convenios corporativos.
1/2 dia de licencia libre por cumpleaños","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-senior-hitss-peru-1116741310.html
Analista Desarrollador Proyectos TI - Sector Telecomunicaciones,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista Desarrollador Proyectos TI en el rubro Telecomunicaciones en la ciudad de Lima.
Analista Desarrollador Proyectos TI – Sector Telecomunicaciones
Requisitos para postular al cargo:
Técnico, Bachiller o Titulado egresado en Ingeniería de Sistemas, Informática o afines.
Conocimiento de Bases de datos estructuradas y no estructuradas – nivel intermedio
Conocimiento de desarrollo en Fronts (web/app) y/o Backend(Java, Kotling) y/o automatización de pruebas (postman, selenium) – nivel básico
Conocimiento de metodologías ágiles y cascada – nivel básico
Conocimiento en tecnologías Cloud de preferencia Azure: functions, AKS, EventHubs – nivel básico
Conocimiento de inglés – nivel intermedio
Gestión de proyectos TI, utilizando metodologías ágiles (Scrum, Kanban) y tradicionales (PMI, Waterfall) - deseable
Conocimientos en sistemas de facturación, cobranza, tráfico y gestión de documentos - deseable
1 año y 6 meses de experiencia como Desarrollador, Analista de sistemas y/o tester.
1 año y 6 meses de experiencia en participación de proyectos de desarrollo.
Funciones principales del puesto:
Coordinar, gestionar y hacer seguimiento al ciclo de vida de los proyectos y evolutivos solicitados por el negocio a TI.
Definir soluciones, analizar el impacto, cumpliendo con los estándares de desarrollo, seguridad que aseguren la estabilidad de la solución y la confidencialidad de la Información.
Planificar las actividades necesarias para ejecutar los features relacionados y sus historias.
Estimar el presupuesto de la Historia o Feature y velar por cumplimiento de este.
Informar y gestionar el estado de la solución, riesgos y problemas encontrados.
Gestionar el despliegue de la solución en ambientes productivos asegurando las capacidades de monitoreo y la transferencia Operativa.

La empresa ofrece al candidato seleccionado:
Salario acorde al mercado.
Crecimiento profesional.
Planilla Directa cliente.
EPS
Seguro Oncológico
Bono de alimentos
Bono anual
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!.","Surquillo, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-desarrollador-proyectos-ti-sector-telecomunicaciones-experis-peru-1116732184.html
Analista Programador .Net,"Métrica Andina es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Andina, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.
Por encargo de nuestro cliente nos encontramos en la búsqueda de Analista Programador .Net
Requisitos:
Dominio de dotnet core 7+ (fundamental)
Conocimiento de node js
Buen manejo de bases de datos relacionales (SQL Server) y consultas avanzadas
Dominio en angular 17+ (fundamental)
Conocimiento en DevOps y CI/CD
Seguridad en aplicaciones (autenticación/autorización, OAuth, JWT)
Conocimiento en Azure y servicios en la nube
Beneficios:
Participar de un programa de reconocimiento.
Buen clima laboral
Convenios educativos, descuentos en centros comerciales, recreativos, etc.
Pertenecer a una prestigiosa empresa de tecnología y generar lazos transnacionales.
En Métrica Andina estamos comprometidos con la inclusión, diversidad y equidad de género. Por ello, los procesos de selección buscan asegurar la igualdad de derechos y oportunidades.
¡Si estás listo para dar el siguiente paso en tu carrera y te apasiona la tecnología, esta es tu oportunidad!. #ChambeaenMétrica","Chorrillos, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-programador-.net-metrica-andina-1116735634.html
Desarrollador Senior Angular,"Somos Fractal Soluciones TI, una empresa peruana de consultoría en Gestión de Tecnología de la Información con más de 11 años en el mercado y con más de 70 clientes que confían en nosotros.
Nos encontramos en búsqueda de un talento para el cargo de un Desarrollador Angular para colaborar en modalidad híbrida con uno de nuestros clientes del sector bancario para un proyecto temporal de 2 meses con el siguiente perfil:
Requisitos
Formación Universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines.
Especialización en FrontEnd (avanzado)
Mínimo 3 años de experiencia desarrollando con Angular (avanzado).
Experiencia en Desarrollo Web SPA (Single Page Application) y PWA (Progressive Web Application) (avanzado)
Sólida experiencia trabajando con microfrontend.
Conocimientos en seguridad de aplicaciones web, React, AWS, Visual studio Code y Postman (intermedio)
Manejo de Git a nivel avanzado.
Conocimientos de metodologías ágiles (Scrum) y DevOps.
Deseable experiencia en el sector bancario.
Beneficios
Capacitación AWS
Descuentos corporativos
Actividades de bienestar y más...
¡Somos tecnología, somos experiencia, somos FRACTAL!","San Isidro, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-senior-angular-fractal-soluciones-it-1116739015.html
Analista Programador - NodeJs/Web HTML,"Estamos en búsqueda de un profesional para cubrir la posición de:
Analista Programador
Misión: Ejecutar las actividades de análisis, diseño, programación y desarrollo de sistemas en concordancia con las necesidades requeridas por las áreas
Requisitos:
Profesionales de las carreras de computación e informática, ing de sistemas, afines.
Experiencia de 2 años en programación.
Sólidos conocimientos de NodeJS HTML + CSS Postgresql SQL Server
Otros conocimiento: Desarrollo mobile, a Nivel Básico. Ciclo de vida de desarrollo, OWASP, Desarrollo Seguro (deseable).
Funciones:
Desarrollar soluciones de software según lo solicitado por el cliente interno.
Diseñar la arquitectura y la estructura del sistema de software, incluyendo la creación de diagramas de flujo, modelos de datos y especificaciones técnicas.
Escribir código limpio y eficiente utilizando diferentes lenguajes de programación y tecnologías según las necesidades del proyecto.
Realizar pruebas de integración.
Ofrecemos:
Trabajo híbrido 2 veces por semana
Lunes a viernes de 9am a 6pm
EPS 100%
Capacitación constante en nuevas técnologías
Oportunidad de crecimiento a corto plazo
Excelente clima laboral","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-nodejs-web-html-grupo-tawa-1116751516.html
Desarrollador Backend PHP,"Métrica Perú es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Andina, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.
En Métrica Perú estamos en la búsqueda de un Desarrollador Backend PHP para unirse a nuestro equipo en Lima, Peru. Si eres una persona apasionada por la tecnología y la innovación, con experiencia en entornos de desarrollo y operaciones, ¡esta posición es para ti!
Si te apasiona la tecnología, la mejora continua y buscas un desafío que te permita crecer profesionalmente, ¡te estamos esperando en Métrica Perú!
Requisitos:
Experiencia en el desarrollo y mantenimiento de servidores para aplicaciones web o sitios web.
Diseño y programación de base de datos Oracle y MySQL Server
Experiencia en desarrollo Web PHP/LARAVEL 10
Experiencia en la implementación de medidas de seguridad para servidores web
Experiencia en desarrollo usando herramientas como Vue 3 y Livewire 3
Conocimientos en desarrollo de API'S e INTEGRACIONES
Gestión Presencial
Horario de oficina
Beneficios:
Remuneración fija superior al mercado.
Participar de un programa de reconocimiento.
Buen clima laboral
Convenios educativos, descuentos en centros comerciales, recreativos, etc.
Pertenecer a una prestigiosa empresa de tecnología y generar lazos transnacionales.
¡Si estás listo para dar el siguiente paso en tu carrera y te apasiona la tecnología, esta es tu oportunidad","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-backend-php-metrica-peru-1116740891.html
Analista Programador en Odoo (Python),"¡Buscamos un Desarrollador con experiencia en Odoo y Python!
Si tienes experiencia en desarrollo con Odoo y Python y buscas un nuevo desafío, ¡esta oportunidad es para ti! 💻📊 Buscamos un Desarrollador que participe en el diseño, desarrollo e implementación de soluciones tecnológicas personalizadas en Odoo y otros sistemas.
El candidato ideal debe tener sólidos conocimientos en desarrollo backend, tecnologías web y bases de datos, con interés en aprender y aplicar herramientas DevOps y trabajar con infraestructura en la nube.
📌 Requisitos
🎓 Formación Académica:
✅ Titulado, Bachiller o Técnico en Ingeniería de Sistemas, Computación, Software o carreras afines.
🛠️ Conocimientos Técnicos:
🔹 Experiencia en ERP Odoo: Desarrollo y personalización de módulos.
🔹 Dominio de Python para desarrollo backend.
🔹 Conocimiento en tecnologías web: HTML, CSS, JavaScript.
🔹 Manejo de bases de datos: PostgreSQL, SQL Server.
🔹 Experiencia con Git y control de versiones.
🔹 Deseable experiencia en herramientas DevOps (Docker, CI/CD) y Cloud (AWS, Google Cloud, Azure).
📌 Responsabilidades
✔ Desarrollar y personalizar módulos en Odoo según los requerimientos del negocio.
✔ Implementar soluciones backend y frontend con tecnologías modernas.
✔ Participar en la integración de sistemas y asegurar su correcto funcionamiento.
✔ Aplicar buenas prácticas de desarrollo para garantizar calidad y escalabilidad.
✔ Colaborar con el equipo técnico en la optimización del rendimiento del software.
✔ Documentar los desarrollos y brindar soporte técnico cuando sea necesario.
📌 Lo que ofrecemos
✨ Oportunidad de crecimiento y aprendizaje continuo. ✨ Participación en proyectos desafiantes y tecnologías innovadoras. ✨ Modalidad de trabajo flexible (según política de la empresa). ✨ Excelente ambiente de trabajo en equipo.","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-en-odoo-python-ibr-peru-s.a.-1116751782.html
Analista Programador,"Empresa en el sector inmobiliario, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR
Requisitos
Técnico o Bachiller en Ingeniería de Sistemas, Informática o carreras técnicas de sistemas de la información.
Experiencia de 2 años cumpliendo realizando funciones similares.
Experiencia como front end Angular 16 o posterior.
Experiencia de 1 año utilizando MySQL. Experiencia/conocimientos buenas practicas, principios SOLID.
Conocimientos de backend Java Springboot intermedio.
Deseable experiencia en Cloud Digital Ocean – Azure.
Deseable experiencia en ERP’s y /o CRM's.
Deseable conocimiento en servidores y Docker.
Experiencia en creación y consumo de API.
Ingles Intermedio - Deseable
Funciones:
Formar parte de nuestro equipo de desarrollo, programando nuevas funcionalidades o adaptando funcionalidades existentes del ERP interno, a partir de requerimientos internos.
Desarrollo de tareas de Backend, creación de servicios y funcionalidades.
Participar en reuniones técnicas de programación y seguimiento.
Coordinar con el equipo técnico el cumplimiento de las asignaciones.
Tener buenas comunicación y capacidades para trabajo colaborativo.
Resolver de manera eficaz los problemas que se presenten durante el desarrollo de manera proactiva.
Revisar y reforzar con buenas prácticas a el código realizado por el equipo técnico.
Manejo y control de base de datos relacionales.
Proponer herramientas que permitan la mejor gestión de las actividades del equipo.
Competencias:
- Proactivo - Responsable - Capacidad de organización y planificación. - Innovador/a y con iniciativa - Capacidad de trabajo en equipo.
Beneficios:
- Ingreso a planilla desde el primer día de trabajo con todos los beneficios de ley. - Horario: lunes a viernes de 8:00 a 5:00 pm presencial - Convenios educativos corporativos. - Capacitación constante. - Buen Clima Laboral. - Oportunidad de línea de carrera.
¡Postula y únete a nuestra gran familia de Optimistas!","Surco, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-optima-1116744900.html
Desarrollador .NET,"¡Prepárate para vivir una nueva etapa con Periferia IT Group! 🌟Si tienes experiencia como Desarrollador .NET y quieres generar un impacto en el mundo tecnológico, esta es tu oportunidad para unirte a nuestro equipo. Trabajarás con más de 1,000 profesionales en una multinacional colombiana líder en el sector TI, con fuerte presencia en América Latina y Estados Unidos. ¡Impulsa tu carrera con nosotros y haz crecer tu potencial! 🚀📈💼💻
¿Te gustaría llevar tu carrera al siguiente nivel con Periferia IT Group?
👥 Únete a nuestra cultura Periferia enfocada al servicio y la innovación, donde cada idea cuenta para superar las expectativas de nuestros clientes.
🚀 Sumérgete en un entorno laboral dinámico que fomenta el aprendizaje continuo y el desarrollo personal.
💡 Participa en proyectos desafiantes donde podrás aplicar tus conocimientos y habilidades para generar un impacto real.
🤝 Disfruta de un equilibrio entre tu vida personal y laboral, mientras promovemos el bienestar integral de todos nuestros colaboradores.
Para destacar en tu postulación debes:
🎓 Ser técnico/a o egresado/a universitario/a en Ingeniería de Sistemas o disciplinas relacionadas.
💻 Contar con experiencia entre 3 a 5 años en .Net Framework 4.8.1, ASP .Net, WCF y Windows Forms.
📊 Dominar un nivel alto Team Foundation Server, Git, Devops y orquestadores de despliegues.
💻 Poseer conocimientos de uso de el kit de herramientas de Bitbucket (jira, confluence).
🌱 Capacidad de adaptarse a nuevas tecnologías y enfoques innovadores para maximizar su impacto.
Lo que encontrarás al unirte al mundo de Periferia IT Group:
🏠🏢 Trabajo híbrido en Cercado de Lima/Perú.
📜 Contrato renovable.
💰 Salario negociable según experiencia y habilidades.
🎁 Beneficios a la carta para tu bienestar y estilo de vida.
¡Da el paso y únete hoy a nuestro equipo Periferia IT! 🎉","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-.net-periferia-it-corp-peru-s.a.c.-1116739872.html
